,Adolescents out of school (% of lower secondary school age),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Domestic general government health expenditure (% of GDP),External health expenditure (% of current health expenditure),"Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),Lifetime risk of maternal death (%),"Lower secondary completion rate, female (% of relevant age group)","Lower secondary completion rate, male (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)",People practicing open defecation (% of population),"People practicing open defecation, rural (% of rural population)","People practicing open defecation, urban (% of urban population)",People using at least basic drinking water services (% of population),"People using at least basic drinking water services, rural (% of rural population)","People using at least basic drinking water services, urban (% of urban population)","People using at least basic sanitation services, rural (% of rural population)","People using at least basic sanitation services, urban (% of urban population)",People using safely managed drinking water services (% of population),"People using safely managed drinking water services, rural (% of rural population)","People using safely managed drinking water services, urban (% of urban population)",People using safely managed sanitation services (% of population),"People using safely managed sanitation services, rural (% of rural population)","People using safely managed sanitation services, urban (% of urban population)",People with basic handwashing facilities including soap and water (% of population),"People with basic handwashing facilities including soap and water, rural (% of rural population)","People with basic handwashing facilities including soap and water, urban (% of urban population)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)",Population ages 0-14 (% of total population),"Population ages 0-14, female (% of female population)","Population ages 0-14, male (% of male population)","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)",Population ages 15-64 (% of total population),"Population ages 15-64, female (% of female population)","Population ages 15-64, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)",Population ages 65 and above (% of total population),"Population ages 65 and above, female (% of female population)","Population ages 65 and above, male (% of male population)","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)",Population growth (annual %),Prevalence of anemia among children (% of children ages 6-59 months),Prevalence of anemia among non-pregnant women (% of women ages 15-49),Prevalence of anemia among pregnant women (%),Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of overweight (modeled estimate, % of children under 5)","Prevalence of stunting, height for age (modeled estimate, % of children under 5)","Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary education, teachers (% female)",Risk of impoverishing expenditure for surgical care (% of people at risk),"School enrollment, secondary (% gross)","School enrollment, secondary (% net)","School enrollment, secondary, female (% gross)","School enrollment, secondary, female (% net)","School enrollment, secondary, male (% gross)","School enrollment, secondary, male (% net)","School enrollment, tertiary (% gross)","School enrollment, tertiary, female (% gross)","School enrollment, tertiary, male (% gross)","Secondary education, teachers (% female)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Tuberculosis case detection rate (%, all forms)",Women's share of population ages 15+ living with HIV (%),Access to clean fuels and technologies for cooking (% of population),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Agriculture, forestry, and fishing, value added (% of GDP)","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Renewable energy consumption (% of total final energy consumption),"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"
Adolescents out of school (% of lower secondary school age),1.0,0.2752894087542592,0.12066283936220716,0.2729812562322784,0.11218911907557673,0.05638241236518474,0.04768229329689482,0.14884099198923478,0.2707035966553212,0.38295835897008546,0.37619884827305566,0.38359819049738153,0.09301869617745666,0.0735762735560877,0.024042174909394778,0.20630329642501236,0.2037516263010489,0.0878288584718437,0.2261138478065551,0.15061616760023583,0.0415292786689093,0.034793190573373024,0.021705310644117615,0.08042559769773684,0.0810143758680729,0.02758048966510723,0.05349242115999651,0.052262329407108975,0.04645602949397146,0.22580551781124628,0.23925390411629915,0.24876908599176223,0.2379532676370993,0.2575774680901953,0.22378085291433775,0.24348060240003602,0.224022434827164,0.23303573067284625,0.10366428813166954,0.07942271813124147,0.2548813251945622,0.2428985010435413,0.26043827086439625,0.11288763898684288,0.08536888460096738,0.15472948038343343,0.13558436646901528,0.16264547589686681,0.16814532817221509,0.20462017305833605,0.22302709868104348,0.22027178422606908,0.24688776117347835,0.24378731841612616,0.25568744359556217,0.2116382044642717,0.22933587024681318,0.16853303884666393,0.18626110114204486,0.1526395089480927,0.15500393331648002,0.1450152167691709,0.1353856971192479,0.1391895419440932,0.12868611206072664,0.12072102424490068,0.15219823666422658,0.14666686361992776,0.15522051396164566,0.12970122161441205,0.15022550244546062,0.21994574637688996,0.11630336056409432,0.10126369541068736,0.11965587079785169,0.07028165209044994,0.06786619003966478,0.4573102510897568,0.4396653550449512,0.4649925075115773,0.16685242429241012,0.10390497498876454,0.3660246706232409,0.30329246148089667,0.3609111622733581,0.3281216604737725,0.35229862282120666,0.2665229932797813,0.11900761860102387,0.11078627081695605,0.12148851125247882,0.24969549767388863,0.2099164094806165,0.1591817312229018,0.037180496593856,0.11429136963583815,0.1326225070874642,0.10981210986555351,0.15647020611174545,0.22493734981768082,0.2368751138105286,0.11675392530346547,0.1107808488733912,0.050658241957884896,0.03634032623326164,0.038928097280954636,0.0390520387437168,0.027637088002522243,0.025560321903082873,0.17473106544623063,0.06519248975819732
Age dependency ratio (% of working-age population),0.2752894087542592,1.0,0.4436786465978536,0.9936755748452413,0.17499797777049372,0.22783974113496736,0.2587158523242639,0.426620189937362,0.5813942317328172,0.39959226593361047,0.3008792287008765,0.35897569620181025,0.09334536051290049,0.08326931848602792,0.029721607651139893,0.4786813367428233,0.42355499465420504,0.4458299817467117,0.46850885537346854,0.4782333082352226,0.2745478964799135,0.33988942558857976,0.2561462049443439,0.24744081636805515,0.2110601936730484,0.1370155561605062,0.42191847273835986,0.45333451832628663,0.4216543973177822,0.9219036707151802,0.9398082356002739,0.9725627492763264,0.9584551829410524,0.972775005669393,0.9452058266562108,0.9587495880146658,0.8242936668099984,0.7620397704265585,0.40293836334655914,0.24880428610062283,0.9924014334491622,0.9812081378970648,0.9782627231417079,0.4388562981539664,0.3442352124113984,0.7065239306210307,0.5847495601669291,0.7119533013299206,0.6491259442889927,0.8229881820871248,0.7765677128382278,0.8436403182823401,0.8012915342641482,0.8597656574011107,0.821215476329038,0.8169744787136359,0.7696121329326654,0.7545711735239157,0.7265219852439706,0.6056951909915861,0.6178865885708493,0.5601815288034805,0.5697455749161684,0.5206288899730767,0.5229286546721017,0.47710738924834506,0.6164925880406198,0.5628051986364887,0.5713196573225349,0.5214718393993584,0.44578610124285173,0.49519916251198065,0.2386097959560641,0.23511409475787567,0.24848957627910226,0.21859167360184634,0.22235021230682556,0.3863622596258023,0.38326292054970446,0.4033906045622776,0.3539911170452288,0.3144566357488229,0.37617274710963866,0.22025744466089697,0.3564248005114575,0.240236283147682,0.28130115624831076,0.185695232176138,0.4379361865729015,0.4589169909797629,0.35072461128731686,0.3104766603316636,0.6074356532394074,0.5435538511662866,0.12431095052084738,0.34188783645045573,0.46175020518194676,0.40335427585692374,0.46357047622644815,0.5982934658929239,0.5759222419021497,0.498328994268002,0.1717703326319643,0.10391412640351133,0.11952510320311177,0.10939007834743979,0.0768714662786022,0.11432536690515938,0.14826568660377784,0.3572402726968567,0.11953882831291807
"Age dependency ratio, old (% of working-age population)",0.12066283936220716,0.4436786465978536,1.0,0.5229764031933904,0.2732086645348809,0.17563576139162593,0.10128081378833806,0.33848545626349885,0.26028016693832484,0.2578938026448511,0.18940390249290598,0.22930686015858795,0.036003934634975227,0.022682787747652276,0.013732802077215231,0.4134688363165355,0.33484786089407004,0.300733842603467,0.24214630893336708,0.2926415508755989,0.19009734397751674,0.2814762020517002,0.195420360082671,0.2492932278911401,0.07724350436320251,0.10433185330687673,0.2941868949939444,0.29317425509375344,0.2284904432117963,0.5718993850332652,0.5406072418628882,0.5840859361002778,0.6040784044429224,0.5507494839238066,0.6108229180041549,0.5615161101519051,0.5153382360115654,0.39390316167758643,0.3196244911752132,0.14166667952733503,0.4554677290848207,0.4800050744468876,0.4157298072493114,0.034918638304336364,0.004595910543726739,0.21007226926519124,0.1005381216964564,0.460730524993018,0.28906636687455856,0.5372027903126796,0.42353350180073207,0.5765905743972525,0.5085910594423788,0.5333831165717786,0.5112027677291959,0.5810121259296731,0.590017991643851,0.6957727167826223,0.7201275437320065,0.9682274572571591,0.9333678539470688,0.9535211077321883,0.8564095999275361,0.8443607007911246,0.9357721014545617,0.9305570440399917,0.8571737033518463,0.9070789623373431,0.7917958295839711,0.8519539078760292,0.3259058795989345,0.2603546860726649,0.16412696521456072,0.21684147477449672,0.17337204696232147,0.21990435829767407,0.24019599055455582,0.19913042619077592,0.2114232016146998,0.2141614393346374,0.1380743871030521,0.23780504174317368,0.2787857244824969,0.21298491354410493,0.23784083045227714,0.22500890327784528,0.19917887360037362,0.18394621085600452,0.3520401250292082,0.38565104854487003,0.2646472087985347,0.12911464773153655,0.3940269457373861,0.36383853657915066,0.12116232536642545,0.23031112371839713,0.415748965620967,0.3714666324485778,0.3526252905333725,0.38825782495945216,0.36063391774499887,0.24920543984129215,0.21569625469670434,0.07153376408873476,0.09771556820472761,0.0882790211511664,0.053819684865596656,0.08312637070922314,0.1422522053841479,0.2552852708493793,0.09631768371297406
"Age dependency ratio, young (% of working-age population)",0.2729812562322784,0.9936755748452413,0.5229764031933904,1.0,0.19570635029544706,0.2362241010253578,0.255553609626413,0.44319331216152524,0.5776107471875093,0.40880924310288047,0.30717865961785557,0.36690758205703256,0.09067184322520049,0.0791382505178675,0.02870031317669579,0.5016910171556489,0.43968601137578456,0.4581339776418192,0.46962955320795197,0.48557201133403677,0.28265400482215314,0.3554986055581119,0.26606760615684166,0.2639318692850577,0.20689061239352652,0.14222012008595533,0.43420101012952816,0.4636116997536428,0.4251787930708002,0.9399214569536727,0.9523208564347734,0.9889232219701622,0.9783662227152182,0.9844536967909017,0.9668712413183106,0.9729058460590503,0.8408773756308455,0.7657078838015117,0.41978496429688306,0.2519495477488994,0.9883925611037697,0.9818007000265161,0.9690405058853756,0.4010196388057303,0.3029297404585127,0.6840134328944271,0.5502129378437225,0.7285906698070562,0.6453308129157946,0.8427113479169904,0.7836653228857218,0.8672528912982912,0.8186191364892235,0.8765533551030052,0.8375812073184433,0.84253825240943,0.799219022055133,0.79731840544671,0.7733611208719888,0.6811279038813354,0.6898222687460713,0.6349493211229398,0.6357454836544982,0.5866750654720234,0.5967087536185167,0.5507804492457515,0.681366729968521,0.6334794635736977,0.6312118597390717,0.5878724882230305,0.4610512969011443,0.4985447034469192,0.24554417634571996,0.24871577948308432,0.25602944742224953,0.23254691528156457,0.23762777717448563,0.38804206111820955,0.3870386236672476,0.4060887468243707,0.3478986417217752,0.32643769925258664,0.38953823839559976,0.2339071817630852,0.3656371619742743,0.25421430151039315,0.29021528005328007,0.19774467250621217,0.4556710877160033,0.47972767039931435,0.3625172015674904,0.30628824408305716,0.6213595503972585,0.5573270450051567,0.13212567139661802,0.35057616022294813,0.4863574995401159,0.42578254210446737,0.48051123275053603,0.6119729678758328,0.5871289828174795,0.4994113323137628,0.1879044940394446,0.10629609215289815,0.12442956241245179,0.11371817489873004,0.07872828102852394,0.11794938099507903,0.1570904412122686,0.3679992888711659,0.12470622025862578
Domestic general government health expenditure (% of GDP),0.11218911907557673,0.17499797777049372,0.2732086645348809,0.19570635029544706,1.0,0.06534986017080135,0.22856331656888018,0.20462619685195338,0.2407025041063944,0.17509392803128293,0.12079914613446137,0.16138369061135902,0.09590096529921902,0.08114523219076726,0.07079251293000641,0.20988688509777978,0.18259473089802966,0.22895298164621486,0.24390525301681684,0.20925053347563985,0.23589854279643885,0.13795257324967597,0.25911699763738466,0.08150221208023892,0.06419883115888221,0.009844477296494868,0.06977186682000969,0.0699156461708566,0.04609260975349606,0.17387119383167174,0.1724061964780532,0.20929007623706258,0.20911901755671974,0.2074865035797962,0.1990863455745302,0.19635760497169855,0.24248021917400714,0.22938850532862654,0.18685064855038286,0.10425185951853269,0.17543371554011145,0.169959118252171,0.17648120479336327,0.0352446359347418,0.05564135203709699,0.08189985900492573,0.07514744629186616,0.20102173975112825,0.16972540393987356,0.1980343112016524,0.16490837775513495,0.18823377972489588,0.15663025045471055,0.1993164937958811,0.16328841246242698,0.21028145662432898,0.18155801816060713,0.20946346073987468,0.17660676629414224,0.28383641826234457,0.3030521842444634,0.25078706709811466,0.1487571603721817,0.12859113927119298,0.23165021394615903,0.18004135724529774,0.31625877989368234,0.2879829157718603,0.4775942880217685,0.44836271395085436,0.09550685101447831,0.3794918059331854,0.42588520287035636,0.36210243836435974,0.4264372199075935,0.1591550327152673,0.305909118478108,0.12972925790312786,0.09529157312225517,0.11973015072521986,0.21532780202339405,0.07756216160951869,0.1300247069257746,0.11229489209750806,0.1337762369879346,0.14542768980741608,0.06893453096033915,0.06681699300040324,0.10961330559841558,0.16503320459490806,0.04578829818066085,0.09417651686368839,0.37538585566053023,0.2810415816223894,0.2657502278112407,0.057729240269378444,0.23501490434171918,0.1868099196152789,0.18610498683868165,0.161508871104146,0.1982952375218547,0.08294274065648383,0.1666064623787472,0.022303264469652275,0.018939127739205884,0.014694298578179684,0.013861347387853645,0.013972165666527118,0.027469965036213663,0.16974010375668286,0.024060021319756972
External health expenditure (% of current health expenditure),0.05638241236518474,0.22783974113496736,0.17563576139162593,0.2362241010253578,0.06534986017080135,1.0,0.013306661084875994,0.2611158243334624,0.07431688614564014,0.13866005428219774,0.1208243342235032,0.13507178333720718,0.011625433124730748,0.0024341409665053783,0.02440944885102045,0.18293714693807303,0.155917690890682,0.13541225757826933,0.2070828207143068,0.30891000296817395,0.14010062962882378,0.19864822161753715,0.07238888193555047,0.09913965667034993,0.07150505236507164,0.08809453207517158,0.28030418218904096,0.25735366937869253,0.2609187699730322,0.1853714323241562,0.20511755154776068,0.24967967068853786,0.23593834276348868,0.2616686287274155,0.25719390197878994,0.2870881306519058,0.2495991875277699,0.2597043552296199,0.16439660721368338,0.11814301661947817,0.2371179047282842,0.22307727249158646,0.24482353215005276,0.07054032354803563,0.07426897975165933,0.12601086658189628,0.1221982564356828,0.20921012208874679,0.19776745850716046,0.23112225244014967,0.23282003737605594,0.22804156955042326,0.21124516898134643,0.2309702744662281,0.2188708720978391,0.2519983274930165,0.24503531577883847,0.2144140728766547,0.2214831490400445,0.21720608545677636,0.21073142161306638,0.2173133140135618,0.1729878059210672,0.19180654551690404,0.1730281457938767,0.18827983090231118,0.20945959396926606,0.20339082975067477,0.22324188227175212,0.2240185710951493,0.08231588281270003,0.08938498698393292,0.02784150669799033,0.043161806194720945,0.030584494690268,0.10075244462618717,0.11014168979071133,0.10308387057799218,0.14053220588526197,0.12515804948666284,0.1395362714579953,0.2776577305139811,0.1255647072081915,0.11686340032796487,0.11274150725830559,0.10909946840455738,0.10763910600125666,0.11202178993056328,0.22816779347274557,0.22224158325915583,0.19543057582920273,0.13972216064203866,0.14107796641598888,0.1588558391934229,0.005638101661192709,0.24191842081217044,0.47289550541958,0.325383009215821,0.527266244973525,0.38192063709423085,0.38419853718022856,0.2677988669884428,0.12737707986289537,0.23866028102626663,0.2627637734995233,0.24464653394986757,0.21475162535235362,0.23166690385847621,0.2669706263676946,0.2519099793407552,0.07529325099550063
"Immunization, measles (% of children ages 12-23 months)",0.04768229329689482,0.2587158523242639,0.10128081378833806,0.255553609626413,0.22856331656888018,0.013306661084875994,1.0,0.1597425902636921,0.3404737927613281,0.15213154787844682,0.09414011819310845,0.13315314318799465,0.14900819145955144,0.15002189384357525,0.07234006837237805,0.26495263935557495,0.23565354525168283,0.3637789200459536,0.2698743805239002,0.16965587345971717,0.26703788323626565,0.13908191466037093,0.34682500060025856,0.16276590495865215,0.1917759714622154,0.05537317193612941,0.06687073778081402,0.09891336238552792,0.04717977385414227,0.2111283283537478,0.1941019909320011,0.2507458935638211,0.2598526861673204,0.23609893841764726,0.2579204250590092,0.23266617708836845,0.3026600334943508,0.25218023635861786,0.19807885249146023,0.12538586714560254,0.2570150347525781,0.268107726793387,0.23966590658438863,0.26317568274173636,0.18317321872829767,0.22502667988860894,0.15625004868188994,0.2161035468786064,0.1643940928561889,0.2054902200270216,0.15299902427520348,0.21809593107675962,0.1806565798911717,0.2238246182878152,0.21070510734405623,0.1881757744725714,0.1862391485340566,0.16003761032919397,0.15489889237095195,0.15078256528824363,0.16251717528981086,0.12686991019450328,0.11148414016082468,0.0979588101949785,0.11331565458319454,0.09078290142292322,0.1770977372155118,0.14596123470036285,0.21415412265363815,0.16095993844433526,0.015971909741623633,0.28452065420909733,0.21740047549878044,0.18012713666111516,0.2181815099556161,0.05227707511216317,0.19932766884966885,0.14080416040335259,0.06086072233595676,0.10665484464504359,0.17107369570400585,0.014436005810783808,0.13835871268603755,0.08919670784381346,0.15943392227568173,0.11566902963927,0.07990475629270277,0.057310037505117074,0.06937793930780806,0.0883414208121795,0.035467004508514755,0.04704193116966221,0.33725551042211727,0.30096294342209934,0.08401724923666395,0.05955456294294295,0.14788426959889459,0.13391056760211487,0.10886859464008931,0.18393332800035783,0.18638205751945214,0.15519351061408032,0.08240110190094817,0.004384412153747697,0.003438168580724884,0.0037495047960838333,2.3391779979471225e-05,0.005452916591319977,0.019974876875913126,0.07348666257424305,0.009884125999009877
Individuals using the Internet (% of population),0.14884099198923478,0.426620189937362,0.33848545626349885,0.44319331216152524,0.20462619685195338,0.2611158243334624,0.1597425902636921,1.0,0.28913398313717287,0.3305317849124985,0.24502143877298574,0.2943486684342163,0.19718795532291516,0.12707672727895677,0.11314433409853954,0.4992757292859004,0.35752522386941915,0.3332886095390633,0.42544859335880697,0.4775728455247799,0.36221048935847433,0.25345812524850797,0.3345358092862692,0.20767934978410765,0.11448466494468273,0.15476303918441386,0.1739776997203444,0.1628216404330139,0.12217092589040437,0.35956957944657636,0.37125872300583945,0.4649647409481433,0.4531839137431143,0.4744144959913054,0.4549496436782596,0.47588561322598033,0.5275192587590799,0.5358954051327488,0.42608101833662904,0.34028985901022835,0.44059438899315007,0.42357715074720886,0.4474644127926319,0.2093489018075973,0.1979689627244818,0.31475245062963836,0.28036350065585913,0.37678963412697325,0.347399982402783,0.36979118410494244,0.34591326986163856,0.40794874608531323,0.3805267165535757,0.45761979989896784,0.4645592500922663,0.4405147952021187,0.45991545941922796,0.39672652086340965,0.4435555312887617,0.409208933499198,0.42192466924179917,0.3814396627593009,0.2908397172988089,0.3260140972225755,0.3316755227437717,0.3047291642052946,0.48947689733668726,0.4133068775923595,0.475899958048011,0.3876971808058931,0.16810223606355199,0.24850412317860743,0.10483284239057082,0.14331461056482114,0.11154877796345745,0.3208605755079649,0.5194463207499864,0.2357787845336205,0.24787041358732206,0.254190689528565,0.2598933094442039,0.4337609841262067,0.3368547794554128,0.2606217588009127,0.29418180400699395,0.27359968861816975,0.26120661499748327,0.23172943774126745,0.40502730264980463,0.4206701865944834,0.33358251438988856,0.1751790521420247,0.42607450935338087,0.42231544786962205,0.13050515111680788,0.1422203726278298,0.6423473431792363,0.5890859613158185,0.5053910011530509,0.5435167568320836,0.49096959973451076,0.3853646403048676,0.24676212050315452,0.23361668454650525,0.2147786170565549,0.21009138148869533,0.18295383270323864,0.18059968333850157,0.22157537231410504,0.526974825058213,0.25492811843557106
Lifetime risk of maternal death (%),0.2707035966553212,0.5813942317328172,0.26028016693832484,0.5776107471875093,0.2407025041063944,0.07431688614564014,0.3404737927613281,0.28913398313717287,1.0,0.3181281616392332,0.2566380876766645,0.30225666492398195,0.17370586829484752,0.1535474774906343,0.09735964320559604,0.36023756341695296,0.3456741591758072,0.3621285354967139,0.4052073844967919,0.40677483369672235,0.23419625963621485,0.1849953589836691,0.2768257340936423,0.20575201739624643,0.2252433929229467,0.09854281932293593,0.23740099508320303,0.24709645244750522,0.24352965327564116,0.534427376267626,0.5244540236494538,0.5473812152092755,0.5517739713947603,0.535421360864142,0.5300111667467466,0.5134622122988006,0.48502930115159765,0.42498831259233144,0.22185946862289238,0.12490597095356074,0.5578427059190655,0.5673804262526712,0.5338621622086391,0.28497524886115416,0.18249329158726976,0.39631979030035075,0.2796626082164973,0.44707151916509813,0.3650050583348826,0.49839174459272156,0.45009027831773935,0.4840617391783638,0.4575716367668208,0.47989442056658066,0.46044997574475444,0.4239537673270217,0.4175643795090969,0.35790101788194373,0.3698831774675246,0.3443500168165133,0.34781374777129864,0.32450295909828686,0.30428706555765617,0.29052014022510186,0.2842937339392499,0.2621465690216078,0.3438354340741359,0.3317376979495393,0.35098875535329865,0.32909270377717403,0.23628884189432336,0.45784587715600156,0.2735781858342668,0.24053846952794408,0.2787900173773521,0.18074157041098235,0.16578929430920922,0.3083309334110757,0.2695671315519182,0.30615126290211836,0.2853424137566403,0.14859690011670226,0.362129296742666,0.2100487001895353,0.3750154820085457,0.2501435762823213,0.2815766070100067,0.16034942935278595,0.2665139210376924,0.2701617002099742,0.22229420733530425,0.2489525612299942,0.7150373455870596,0.5910628534379584,0.24406619580351577,0.2020026789545762,0.33100509265827227,0.26864655640354085,0.37374208085457483,0.44286107787952855,0.44658020994671355,0.4497090965438945,0.2925215825781733,0.027509161514271213,0.04462278500187375,0.05129157690962333,0.025557118573587834,0.058049347462694426,0.06698163949941932,0.26468882437838237,0.060621809161514544
"Lower secondary completion rate, female (% of relevant age group)",0.38295835897008546,0.39959226593361047,0.2578938026448511,0.40880924310288047,0.17509392803128293,0.13866005428219774,0.15213154787844682,0.3305317849124985,0.3181281616392332,1.0,0.9137588647806045,0.9738003444195275,0.14022030410673714,0.118896752156073,0.055145970019629086,0.35674876474652134,0.3140808248611284,0.23289277285167714,0.3797277763112622,0.2917994065379607,0.2147962591934614,0.14657758905037954,0.1262794584883247,0.1836746001640779,0.18868511646595468,0.08130758692025024,0.20760520714152572,0.20290465082168185,0.1726661194414399,0.34424216058945895,0.3581267029909492,0.40184371188473117,0.39152101189364497,0.4056794768514037,0.38610454904363867,0.40214683231331305,0.3986745567962375,0.37786165200220434,0.22469761257307053,0.15165614316650494,0.39196562165358395,0.38285583938575246,0.38859882479987573,0.11259802948406476,0.05505512285278582,0.17513014854575956,0.1154566650962992,0.35018706987813575,0.30674372065331856,0.39696074328578856,0.41387113132369824,0.4315106977678113,0.4610405214581749,0.4262510129296762,0.4411107514446799,0.38148539740586496,0.4380961360965872,0.31262922929124387,0.3791559397047301,0.30932018423122154,0.30788510962620336,0.2992523042962562,0.2585532358365438,0.28965054695111003,0.25617508853181586,0.25994181743716427,0.3189467392190532,0.2993064482205775,0.3077577894716394,0.257516780318123,0.20909469067158737,0.31866715521674105,0.1384284902956366,0.09602016679873118,0.14095545993217065,0.1505748242229877,0.2597859982416706,0.6107901494070319,0.5780588524201263,0.6229454059169239,0.30763765648120645,0.20365817904838435,0.6336972108211086,0.5031695368632398,0.6206750223884078,0.5243334324134632,0.5617155482810049,0.47129169604538024,0.278727830209308,0.26223989367365325,0.2655968042888276,0.22061131667037906,0.363273480829682,0.322907429979041,0.04083547162584745,0.11527672486570319,0.3144817104659004,0.28573405206577523,0.3178200210266061,0.5020626053474673,0.48422791811807303,0.25768362054271043,0.20802544152486133,0.07996344828228322,0.07760946841457801,0.07642099873919872,0.08105795131714565,0.04798321310102191,0.06079191528094878,0.281211387172382,0.12535559128972848
